glycan_id,glycan,species,immunogenicity,inferred_origin,link,train,valid,test
1928,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
1947,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,"['Bos_taurus', 'Desmodus_rotundus', 'Homo_sapiens', 'HumanImmunoDeficiency_Virus', 'Mesocricetus_auratus', 'MinkCellFocusForming_Virus', 'Mus_musculus', 'Rattus_norvegicus', 'Sus_scrofa']",0.0,,N,0,1,0
1959,Rha(a1-2)Rha(a1-3)[Glc(a1-4)]Rha(a1-3)GlcNAc(b1-2)Rha,['Shigella_flexneri'],1.0,,,1,0,0
1965,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc,,1.0,Chordata,,0,1,0
1990,GalOS(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GalOS(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,,1,0,0
2016,Gal(b1-4)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)GalNAc,['Homo_sapiens'],0.0,,O,0,1,0
2026,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,"['Desmodus_rotundus', 'Homo_sapiens', 'Mus_musculus', 'Rattus_norvegicus']",0.0,,N,1,0,0
2027,[AbeOAc(a1-3)]Man(a1-4)Rha(a1-3)[Glc(a1-6)]Gal(a1-2)Man,"['Salmonella_bredeney', 'Salmonella_sp']",1.0,,,1,0,0
2029,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
2031,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)GalNAc,['Homo_sapiens'],0.0,,O,0,1,0
2033,Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc,,1.0,Bacteria,,1,0,0
2042,Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-3)GlcNAc(b1-3)GalNAc,['Homo_sapiens'],0.0,,O,1,0,0
2048,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
2057,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
2059,Man(b1-2)Man(b1-2)Man(a1-2)Man(a1-2)Man,"['Candida_albicans', 'Clavispora_lusitaniae', 'Homo_sapiens', 'Komagataella_pastoris']",0.0,,O,1,0,0
2077,Rha(a1-2)Rha(a1-2)Rha(a1-2)Glc(a1-3)GlcNAcOAc,,1.0,Bacteria,,1,0,0
2085,NeuNAc(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)[GalNAc(b1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
2099,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-4)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
2101,[Sug(a1-2)]Rha(a1-3)Rha(a1-2)Rha(a1-3)Rha,['Burkholderia_brasiliensis'],1.0,,,1,0,0
2106,Man(b1-3)ManNAc(a1-3)Rha(b1-4)GlcNAc(a1-2)Man,"['Raoultella_terrigena', 'Shigella_dysenteriae']",1.0,,,1,0,0
2107,GalNAc(a1-4)Gal(a1-6)Gal(a1-3)Gal(a1-3)DDManHep(a1-5)KdoN,['Shewanella_oneidensis'],1.0,,,1,0,0
2116,Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc,,1.0,Bacteria,,1,0,0
2121,RhaOMe(a1-3)[GlcNAc(b1-4)]ManNBut(a1-4)RhaOMe,['Azospirillum_brasilense'],1.0,,,1,0,0
2225,Ribf(b1-4)GalNAc(a1-3)GlcNAc,['Salmonella_sp'],1.0,,,1,0,0
2228,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
2245,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
2268,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]GalNAc,['Homo_sapiens'],0.0,,O,0,1,0
2285,LDManHep(a1-2)LDManHep(a1-3)[Gal(b1-4)[Gal(a1-6)]LDManHep(a1-6)Glc(b1-4)][Glc(a1-6)]LDManHep(a1-5)Kdo,['Pasteurella_multocida'],1.0,,,1,0,0
2289,GalOS(b1-4)GlcNAc(b1-2)[GalOS(b1-4)GlcNAc(b1-4)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,,1,0,0
2309,GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-4)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
2333,[ManNAc(b1-4)Gal(a1-4)]Gal(b1-3)GalNAc(b1-3)Gal,['Acinetobacter_baumannii'],1.0,,,1,0,0
2364,[Rha(a1-3)Rha(a1-2)Rha(a1-3)Man(b1-4)]Gal(a1-3)Gal(b1-3)Gal,['Azospirillum_lipoferum'],1.0,,,1,0,0
2368,6dTal(a1-2)Rha(a1-5)Sug(a2-3)6dTal,['Rhizobium_leguminosarum'],1.0,,,1,0,0
2384,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,0,1,0
2395,Gal(b1-6)Glc(a1-6)GlcNAc(a1-4)GalA(a1-3)GlcNAc(b1-2)Gal,['Hafnia_alvei'],1.0,,,1,0,0
2404,GalNAc(a1-4)GalNAc(b1-4)GalNAc,['Burkholderia_cepacia'],1.0,,,1,0,0
2405,Ribf(b1-3)Rha(a1-3)Rha(a1-2)Ribf,['Citrobacter_braakii'],1.0,,,1,0,0
2417,Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc,"['Bos_taurus', 'Bufo_bufo', 'Gallus_gallus', 'Homo_sapiens', 'Marburg_Virus', 'Mus_musculus', 'Oryctolagus_cuniculus', 'Rattus_norvegicus', 'Schistosoma_mansoni', 'Sus_scrofa']",0.0,,O,0,0,1
2439,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,"['Homo_sapiens', 'Sus_scrofa']",0.0,,N,0,1,0
2458,Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Acremonium_sp', 'Antheraea_pernyi', 'Apis_mellifera', 'Apis_sp', 'Arabidopsis_thaliana', 'Artemisia_vulgaris', 'Aspergillus_niger', 'Aspergillus_oryzae', 'Astacus_leptodactylus', 'Asterias_rubens', 'AvianInfluenzaA_Virus', 'Bombyx_mori', 'Bos_taurus', 'Caenorhabditis_elegans', 'Canavalia_ensiformis', 'Carica_papaya', 'Cherax_quadricarinatus', 'Columbia_livia', 'Cryptococcus_neoformans', 'Fusarium_graminearum', 'Fusarium_sp', 'Gallus_gallus', 'Glycine_max', 'Herpetomonas_muscarum', 'Herpetomonas_pessoai', 'Homo_sapiens', 'HumanImmunoDeficiency_Virus', 'Kinetoplastids', 'Leishmania_adleri', 'Leishmania_mexicana', 'Leptomonas_samueli', 'Mamestra_brassicae', 'MinkCellFocusForming_Virus', 'Mus_musculus', 'Nicotiana_alata', 'Oryza_sativa', 'Phaseolus_lunatus', 'Phaseolus_vulgaris', 'Physcomitrella_patens', 'Ricinus_communis', 'Riftia_pachyptila', 'Saccharomyces_cerevisiae', 'Saccharomyces_uvarum', 'Schistosoma_mansoni', 'Schizosaccharomyces_pombe', 'SpleenFocusForming_Virus', 'Spodoptera_frugiperda', 'Strigomonas_culicis', 'Tetronarce_californica', 'Trypanosoma_brucei', 'Trypanosoma_conorhini', 'Trypanosoma_cruzi', 'Trypanosoma_dionisii', 'Unio_elongatus', 'Yarrowia_lipolytica']",0.0,,N,1,0,0
2459,NeuNAc(a2-8)NeuNAc(a2-3)Gal(b1-3)GalNAc(b1-4)[NeuNAc(a2-8)NeuNAc(a2-3)]Gal(b1-4)Glc,['Campylobacter_jejuni'],1.0,,,1,0,0
2460,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-3)GalNAc,['Homo_sapiens'],0.0,,O,0,1,0
2468,Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)GalNAc,['Homo_sapiens'],0.0,,O,1,0,0
2525,NeuNAc(a2-3)Gal(b1-3)GalNAc(b1-3)Gal,,1.0,Bacteria,,1,0,0
2544,RhaNAc(a1-2)RhaNAc(a1-2)RhaNAc(a1-3)RhaNAcOAc(a1-3)RhaNAc,['Citrobacter_gillenii'],1.0,,,1,0,0
2563,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-3)]GalNAc,"['Equus_caballus', 'Homo_sapiens']",0.0,,O,0,0,1
2582,RhaOAc(a1-2)Rha(a1-3)RhaOAc(a1-3)[Glc(a1-4)]GlcNAc(b1-2)RhaOAc,['Shigella_flexneri'],1.0,,,1,0,0
2594,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc,['Homo_sapiens'],0.0,,O,0,1,0
2615,NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,"['Bos_taurus', 'Equus_caballus', 'Gallus_gallus', 'Homo_sapiens', 'Mus_musculus', 'Rattus_norvegicus', 'Sus_scrofa']",0.0,,N,1,0,0
2616,[Rha(b1-4)]GlcNAc(a1-6)Gal(a1-4)Gal(b1-3)GlcNAc(b1-3)GlcNAc,['Hafnia_alvei'],1.0,,,1,0,0
2628,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
2638,NeuNAc(a2-3)FucNAm(a1-3)GlcNAcOAc(b1-7)NeuNAc,['Citrobacter_braakii'],1.0,,,1,0,0
2639,PseNAcNFo(a2-4)[GlcA(a1-4)GalNAc(b1-4)GalNAcOAcA(a1-3)]QuiNAc(b1-4)PseNAcNFo,['Pseudoalteromonas_distincta'],1.0,,,1,0,0
2644,Glc(b1-2)FucNAc(b1-6)Glc(a1-4)GalNAc(a1-3)GlcNAc(b1-2)Glc,['Salmonella_sp'],1.0,,,1,0,0
2655,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-3)GalNAc,['Homo_sapiens'],0.0,,O,1,0,0
2656,GalNAcOS(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Homo_sapiens', 'Ovis_aries', 'Sus_scrofa']",0.0,,N,1,0,0
2662,NeuNAc(a2-3)Gal(b1-3)[Fuc(a1-4)]GlcNAc,['Homo_sapiens'],0.0,,free,1,0,0
2664,GlcNAc(a1-4)GalNAc(a1-6)GlcNAc,"['Escherichia_coli', 'Stenotrophomonas_maltophilia']",1.0,,,1,0,0
2665,Glc(b1-3)[Glc(a1-4)]Gal(b1-4)Glc,"['Halomonas_magadiensis', 'Halomonas_stevensii']",1.0,,,1,0,0
2689,GlcNAc(b1-4)Rha(a1-3)GlcNAc,"['Klebsiella_pneumoniae', 'Raoultella_terrigena']",1.0,,,1,0,0
2704,GlcNAcNButA(b1-4)FucOAcNAm(a1-3)QuiNAc(a1-4)GlcNAcNButA,['Plesiomonas_shigelloides'],1.0,,,1,0,0
2722,Rha(a1-2)Rha(a1-3)RhaOAc(a1-3)[Glc(a1-2)Glc(a1-4)]GlcNAc(b1-2)Rha,['Shigella_flexneri'],1.0,,,1,0,0
2737,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
2738,[Glc(a1-4)Glc(a1-3)]Rha(a1-3)ManNAcOAc(b1-4)Rha,['Aeromonas_salmonicida'],1.0,,,1,0,0
2753,QuiNAc(b1-3)Ribf(b1-4)[Gal(a1-3)Gal(a1-3)]Gal(b1-3)[Glc(a1-4)]GalNAc(a1-4)QuiNAc,"['Salmonella_sp', 'Salmonella_telaviv']",1.0,,,1,0,0
2756,Man(b1-2)Man(a1-2)Man(a1-2)Man(b1-3)GlcNAc(b1-2)Man,"['Salmonella_sp', 'Salmonella_thompson']",1.0,,,1,0,0
2759,6dTalOAc(a1-2)[Araf(a1-6)]GlcNAc(b1-3)6dTalOAc,['Stenotrophomonas_maltophilia'],1.0,,,1,0,0
2770,GlcASer(b1-3)GalNAc(b1-4)Glc(b1-3)Gal(a1-4)GalNAc(b1-4)GlcASer,['Providencia_alcalifaciens'],1.0,,,1,0,0
2780,Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-3)GlcNAc(b1-3)[NeuNAc(a2-6)]Gal(b1-4)GlcNAc(b1-3)[NeuNAc(a2-6)]GalNAc,['Homo_sapiens'],0.0,,O,0,0,1
2794,GlcOSA(b1-3)Gal(b1-3)[NeuNAc(a2-6)]Gal(b1-4)Xyl,['Homo_sapiens'],0.0,,O,1,0,0
2802,NeuNAc(a2-3)Man(b1-4)Glc,['Homo_sapiens'],0.0,,free,1,0,0
2820,GalOS(b1-4)GlcNAc(b1-4)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
2857,Glc(a1-4)Gal(b1-4)[Gal(b1-7)]LDManHep(a1-5)KdoOP,['Pseudoalteromonas_issachenkonii '],1.0,,,1,0,0
2890,NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Bos_taurus', 'Homo_sapiens', 'MurineLeukemia_Virus', 'Mus_musculus']",0.0,,N,1,0,0
2896,Gal(b1-4)GlcNAc(b1-6)Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
2906,Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
2907,GalOS(b1-4)GlcNAc(b1-4)[NeuNAc(a2-6)Gal(b1-4)GlcNAc(b1-2)]Man(a1-3)[NeuNAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
2917,NeuNAc(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc,,1.0,Bacteria,,1,0,0
2927,GlcNAc(b1-3)Gal(b1-3)[NeuNAc(a2-6)]GalNAc,"['Bos_taurus', 'Homo_sapiens']",0.0,,O,1,0,0
2938,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
2973,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc,"['Helicobacter_mustelae', 'Helicobacter_pylori']",1.0,,,1,0,0
2996,Gal(b1-4)[Fuc(a1-3)]GlcNAcOS,,1.0,Eukarya,,1,0,0
3033,GalNAmA(a1-3)QuiNAc(b1-3)Fuc(a1-3)GalNAmA,['Vibrio_vulnificus'],1.0,,,1,0,0
3039,Gal(b1-3)GalNAc(b1-4)[NeuNAc(a2-8)NeuNAc(a2-8)NeuNAc(a2-3)]Gal(b1-4)Glc,,1.0,Bacteria,,1,0,0
3041,Rha(a1-3)ManNAc(b1-4)Rha,"['Aeromonas_salmonicida', 'Burkholderia_plantarii', 'Vibrio_fluvialis']",1.0,,,1,0,0
3051,RhaNAc(a1-3)Fuc(a1-4)Glc(b1-3)[Glc(b1-4)]GalNAc(a1-2)RhaNAc,['Salmonella_sp'],1.0,,,1,0,0
3053,GlcNAcOS(b1-6)[NeuNAc(a2-6)Gal(b1-3)]GalNAc,['Homo_sapiens'],0.0,,O,1,0,0
3080,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc,"['Escherichia_coli', 'Pasteurella_multocida']",1.0,,,0,1,0
3081,GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"['Caenorhabditis_elegans', 'Drosophila_melanogaster', 'Homo_sapiens', 'Lupinus_luteus', 'Synsepalum_dulcificum']",0.0,,N,1,0,0
3111,[Glc(b1-3)]GalNAc(a1-6)Gal(b1-3)[Glc(a1-4)]GalNAc(b1-4)GlcNAc(a1-4)GalNAc,['Hafnia_alvei'],1.0,,,1,0,0
3112,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,0,1,0
3124,Fuc(a1-3)Man(a1-3)QuiNAc(b1-4)Kdo(a1-6)Gal(a1-6)[GalA(a1-4)]Man(a1-5)Kdo(a1-4)[GalA(a1-4)]Kdo(a1-5)GalA,,1.0,Bacteria,,1,0,0
3129,FucNAc(a1-2)QuiNAc(b1-3)FucNAc(a1-3)QuiNAc(a1-3)FucNAc,['Pseudomonas_cichorii'],1.0,,,1,0,0
3148,GalNAc(b1-4)[NeuNGc(a2-3)]Gal(b1-4)Glc,,1.0,Bacteria,,1,0,0
3166,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
3186,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-4)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,0,1,0
3189,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc,,1.0,Chordata,,1,0,0
3204,Rha(a1-3)[GalNAc(b1-2)]Rha(a1-2)Rha,['Aggregatibacter_actinomycetemcomitans'],1.0,,,1,0,0
3211,Rha(a1-3)Rha(a1-2)Rha(b1-3)Rha,['Burkholderia_cepacia'],1.0,,,1,0,0
3215,GalNAc(b1-4)[NeuNGc(a2-3)]Gal,,1.0,Animalia,,1,0,0
3233,NeuNGc(a2-8)NeuNGc(a2-3)Gal,,1.0,Chordata,,1,0,0
3237,NeuNGcA(a2-6)Gal(b1-4)Glc,,1.0,Bacteria,,1,0,0
3240,Glc(b1-3)GalNAc(a1-3)GalNAc(b1-3)Rha(a1-3)[QuiNAc(b1-3)Rha(a1-2)][LDManHep(a1-7)]LDManHep(a1-3)[LDManHep(a1-6)Glc(b1-4)]LDManHep(a1-5)Kdo(a2-4)Kdo(b1-8)AraN,['Burkholderia_multivorans'],1.0,,,1,0,0
3261,GlcNAc(b1-4)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,1,0,0
3283,GalNAc(b1-4)[NeuNAc(a2-3)]Gal(b1-3)GalNAc,"['Bufotes_viridis', 'Homo_sapiens', 'Mus_musculus', 'Rana_palustris', 'Rhinella_arenarum']",0.0,,O,1,0,0
3285,Fuc(a1-3)[GalOS(b1-4)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)]GalNAc,['Homo_sapiens'],0.0,,,0,1,0
3288,QuiNAc(b1-2)Rha(a1-4)GalAN(a1-6)[GlcAN(b1-3)Glc(b1-4)]Gal(a1-5)[Kdo(a1-4)]Kdo,,1.0,Bacteria,,1,0,0
3292,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-3)]GalNAc,['Homo_sapiens'],0.0,,O,0,1,0
3308,NeuNAc(a2-3)Gal(b1-4)Glc,"['Escherichia_coli', 'Helicobacter_pylori', 'Homo_sapiens']",0.0,,free,1,0,0
3320,RhaOAc(a1-3)GlcNAc(b1-4)RhaOAc,"['Aeromonas_hydrophila', 'Aeromonas_sobria']",1.0,,,1,0,0
3359,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc,['Homo_sapiens'],0.0,,O,0,0,1
3367,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,0,1,0
3369,Man(a1-2)Man(a1-2)Man(a1-2)Man,"['Candida_albicans', 'Candida_glabrata', 'Candida_parapsilosis', 'Candida_tropicalis', 'Carassea_connexa', 'Cladonia_clathrata', 'Cladonia_ibitipocae', 'Cladonia_imperialis', 'Cladonia_miniata', 'Cladonia_penicillata', 'Cladonia_salmonea', 'Cladonia_signata', 'Cladonia_substellata', 'Cyberlindnera_jadinii', 'Homo_sapiens', 'Lachancea_kluyveri', 'Leishmania_mexicana', 'Meyerozyma_guilliermondii', 'Neurospora_crassa', 'Peltula_crispatula', 'Schizosaccharomyces_pombe', 'Yarrowia_lipolytica']",0.0,,O,1,0,0
3370,[Asc(a1-3)]DDManHep(a1-4)FucNAc(a1-3)QuiNAc(b1-2)DDManHep,['Vibrio_cholerae'],1.0,,,1,0,0
3388,Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[NeuNAc(a2-3)Gal(b1-3)]GalNAc,['Homo_sapiens'],0.0,,O,0,0,1
3399,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)]GalNAc,['Homo_sapiens'],0.0,,O,0,0,1
3408,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,N,0,1,0
3415,Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)[Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-4)GlcNAc(b1-6)]GalNAc,['Homo_sapiens'],0.0,,O,0,0,1
3453,GlcNAc(b1-2)[Rha(a1-6)Glc(b1-4)]Glc(a1-3)GalNAla(a1-3)LDManHepOCm(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo,['Pseudomonas_syringae'],1.0,,,1,0,0
3471,Glc(b1-2)FucOAcNBut(b1-6)GlcNAc(a1-4)[Glc(b1-3)]GalNAc(a1-3)GlcNAc(b1-2)Glc,['Hafnia_alvei'],1.0,,,1,0,0
3477,Gal(a1-6)GlcNAc(a1-4)GalNAc(b1-3)Gal,['Burkholderia_cepacia'],1.0,,,1,0,0
3479,GalOS(b1-4)GlcNAc(b1-2)[GalOS(b1-4)GlcNAc(b1-4)]Man(a1-3)[GalOS(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,['Homo_sapiens'],0.0,,,1,0,0
3515,NeuNAc(a2-8)NeuNAc(a2-3)Gal(b1-4)Glc,,1.0,Bacteria,,1,0,0
3541,GlcNAc(b1-3)[NeuNAc(a2-6)]Gal(b1-4)GlcNAc(b1-3)[NeuNAc(a2-6)]GalNAc,['Homo_sapiens'],0.0,,O,0,0,1
